desc,desc_corpus,genre,lemmatized,tf-idf,title,tokenized,url,vectorized,word2vec_keyword
"Wine & Crime is a true crime / comedy podcast. Join three friends as they chug wine, chat true crime, and unleash their worst Minnesotan accents!","['Wine & Crime is a true crime / comedy podcast', ' Join three friends as they chug wine, chat true crime, and unleash their worst Minnesotan accents!']","['Comedy', 'Society & Culture']","['Wine', '&', 'Crime', 'true', 'crime', '/', 'comedy', 'podcast', '.', 'Join', 'three', 'friend', 'chug', 'wine', ',', 'chat', 'true', 'crime', ',', 'unleash', 'worst', 'Minnesotan', 'accent', '!']","['accents', 'chat', 'chug', 'comedy', 'crime', 'friends', 'join', 'minnesotan', 'podcast', 'true', 'unleash', 'wine', 'worst']",Wine & Crime,"['Wine', '&', 'Crime', 'true', 'crime', '/', 'comedy', 'podcast', '.', 'Join', 'three', 'friends', 'chug', 'wine', ',', 'chat', 'true', 'crime', ',', 'unleash', 'worst', 'Minnesotan', 'accents', '!']",https://chartable.com/podcasts/wine-crime,"['accent', 'chat', 'chug', 'comedy', 'crime', 'friend', 'join', 'minnesotan', 'podcast', 'three', 'true', 'unleash', 'wine', 'worst']","minnesotan
wine"
"The Business Boutique is a growing community of women who are making money doing what they love. In each episode, business coach and Ramsey Personality Christy Wright takes a deep dive into topics like marketing, selling, social media and profits. Episodes include featured interviews with top experts in each of these areas. Christy delivers motivating and thought-provoking messages while sharing stories of women who have found success that will inspire you on your journey.","['The Business Boutique is a growing community of women who are making money doing what they love', ' In each episode, business coach and Ramsey Personality Christy Wright takes a deep dive into topics like marketing, selling, social media and profits', ' Episodes include featured interviews with top experts in each of these areas', ' Christy delivers motivating and thought-provoking messages while sharing stories of women who have found success that will inspire you on your journey', '']","['Business', 'Careers']","['The', 'Business', 'Boutique', 'growing', 'community', 'woman', 'making', 'money', 'love', '.', 'In', 'episode', ',', 'business', 'coach', 'Ramsey', 'Personality', 'Christy', 'Wright', 'take', 'deep', 'dive', 'topic', 'like', 'marketing', ',', 'selling', ',', 'social', 'medium', 'profit', '.', 'Episodes', 'include', 'featured', 'interview', 'top', 'expert', 'area', '.', 'Christy', 'delivers', 'motivating', 'thought-provoking', 'message', 'sharing', 'story', 'woman', 'found', 'success', 'inspire', 'journey', '.']","['areas', 'boutique', 'business', 'christy', 'coach', 'community', 'deep', 'delivers', 'dive', 'doing', 'episode', 'episodes', 'experts', 'featured', 'growing', 'include', 'inspire', 'interviews', 'journey', 'like', 'love', 'making', 'marketing', 'media', 'messages', 'money', 'motivating', 'personality', 'profits', 'provoking', 'ramsey', 'selling', 'sharing', 'social', 'stories', 'success', 'takes', 'thought', 'topics', 'women', 'wright']",Christy Wright's Business Boutique,"['The', 'Business', 'Boutique', 'growing', 'community', 'women', 'making', 'money', 'love', '.', 'In', 'episode', ',', 'business', 'coach', 'Ramsey', 'Personality', 'Christy', 'Wright', 'takes', 'deep', 'dive', 'topics', 'like', 'marketing', ',', 'selling', ',', 'social', 'media', 'profits', '.', 'Episodes', 'include', 'featured', 'interviews', 'top', 'experts', 'areas', '.', 'Christy', 'delivers', 'motivating', 'thought-provoking', 'messages', 'sharing', 'stories', 'women', 'found', 'success', 'inspire', 'journey', '.']",https://chartable.com/podcasts/christy-wrights-business-boutique,"['area', 'boutique', 'business', 'christy', 'coach', 'community', 'deep', 'delivers', 'dive', 'episode', 'episodes', 'expert', 'featured', 'found', 'growing', 'in', 'include', 'inspire', 'interview', 'journey', 'like', 'love', 'making', 'marketing', 'medium', 'message', 'money', 'motivating', 'personality', 'profit', 'provoking', 'ramsey', 'selling', 'sharing', 'social', 'story', 'success', 'take', 'the', 'thought', 'top', 'topic', 'woman', 'wright']","christy
business
episode
episodes
social
like"
"The John Maxwell Leadership Podcast is a regular examination of what it means to be a transformational leader—someone who daily influences people to think, speak, and act to make a positive difference in their lives and in the lives of others. This podcast will teach you the principles, practices, and process of becoming a transformational leader because leadership isn’t an event—it’s an uphill journey. Every week we will offer a free tool to help you on this journey, so let leadership authority Dr. John C. Maxwell show you the way.","['The John Maxwell Leadership Podcast is a regular examination of what it means to be a transformational leader—someone who daily influences people to think, speak, and act to make a positive difference in their lives and in the lives of others', ' This podcast will teach you the principles, practices, and process of becoming a transformational leader because leadership isn’t an event—it’s an uphill journey', ' Every week we will offer a free tool to help you on this journey, so let leadership authority Dr', ' John C', ' Maxwell show you the way', '']","['Business', 'Education']","['The', 'John', 'Maxwell', 'Leadership', 'Podcast', 'regular', 'examination', 'mean', 'transformational', 'leader—someone', 'daily', 'influence', 'people', 'think', ',', 'speak', ',', 'act', 'make', 'positive', 'difference', 'life', 'life', 'others', '.', 'This', 'podcast', 'teach', 'principle', ',', 'practice', ',', 'process', 'becoming', 'transformational', 'leader', 'leadership', '’', 'event—it', '’', 'uphill', 'journey', '.', 'Every', 'week', 'offer', 'free', 'tool', 'help', 'journey', ',', 'let', 'leadership', 'authority', 'Dr.', 'John', 'C.', 'Maxwell', 'show', 'way', '.']","['act', 'authority', 'daily', 'difference', 'dr', 'event', 'examination', 'free', 'help', 'influences', 'isn', 'john', 'journey', 'leader', 'leadership', 'let', 'lives', 'make', 'maxwell', 'means', 'offer', 'people', 'podcast', 'positive', 'practices', 'principles', 'process', 'regular', 'speak', 'teach', 'think', 'tool', 'transformational', 'uphill', 'way', 'week']",The John Maxwell Leadership Podcast,"['The', 'John', 'Maxwell', 'Leadership', 'Podcast', 'regular', 'examination', 'means', 'transformational', 'leader—someone', 'daily', 'influences', 'people', 'think', ',', 'speak', ',', 'act', 'make', 'positive', 'difference', 'lives', 'lives', 'others', '.', 'This', 'podcast', 'teach', 'principles', ',', 'practices', ',', 'process', 'becoming', 'transformational', 'leader', 'leadership', '’', 'event—it', '’', 'uphill', 'journey', '.', 'Every', 'week', 'offer', 'free', 'tool', 'help', 'journey', ',', 'let', 'leadership', 'authority', 'Dr.', 'John', 'C.', 'Maxwell', 'show', 'way', '.']",https://chartable.com/podcasts/the-john-maxwell-leadership-podcast,"['act', 'authority', 'becoming', 'daily', 'difference', 'dr', 'event', 'every', 'examination', 'free', 'help', 'influence', 'it', 'john', 'journey', 'leader', 'leadership', 'let', 'life', 'make', 'maxwell', 'mean', 'offer', 'others', 'people', 'podcast', 'positive', 'practice', 'principle', 'process', 'regular', 'show', 'someone', 'speak', 'teach', 'the', 'think', 'this', 'tool', 'transformational', 'uphill', 'way', 'week']","leadership
influences
maxwell
principles"
"Myths endure for a reason. This episodic audio drama brings ancient myths to life for the modern audience. Each episode presents exciting stories and analysis of each myth's history and origins, giving insight into how our ancestors saw the universe. Mythology releases a new episode every Tuesday. Mythology is a production of Cutler Media and part of the Parcast Network.","['Myths endure for a reason', ' This episodic audio drama brings ancient myths to life for the modern audience', "" Each episode presents exciting stories and analysis of each myth's history and origins, giving insight into how our ancestors saw the universe"", ' Mythology releases a new episode every Tuesday', ' Mythology is a production of Cutler Media and part of the Parcast Network', '']",['Arts'],"['Myths', 'endure', 'reason', '.', 'This', 'episodic', 'audio', 'drama', 'brings', 'ancient', 'myth', 'life', 'modern', 'audience', '.', 'Each', 'episode', 'present', 'exciting', 'story', 'analysis', 'myth', ""'s"", 'history', 'origin', ',', 'giving', 'insight', 'ancestor', 'saw', 'universe', '.', 'Mythology', 'release', 'new', 'episode', 'every', 'Tuesday', '.', 'Mythology', 'production', 'Cutler', 'Media', 'part', 'Parcast', 'Network', '.']","['analysis', 'ancestors', 'ancient', 'audience', 'audio', 'brings', 'cutler', 'drama', 'endure', 'episode', 'episodic', 'exciting', 'giving', 'history', 'insight', 'life', 'media', 'modern', 'myth', 'mythology', 'myths', 'network', 'new', 'origins', 'parcast', 'presents', 'production', 'reason', 'releases', 'saw', 'stories', 'tuesday', 'universe']",Mythology,"['Myths', 'endure', 'reason', '.', 'This', 'episodic', 'audio', 'drama', 'brings', 'ancient', 'myths', 'life', 'modern', 'audience', '.', 'Each', 'episode', 'presents', 'exciting', 'stories', 'analysis', 'myth', ""'s"", 'history', 'origins', ',', 'giving', 'insight', 'ancestors', 'saw', 'universe', '.', 'Mythology', 'releases', 'new', 'episode', 'every', 'Tuesday', '.', 'Mythology', 'production', 'Cutler', 'Media', 'part', 'Parcast', 'Network', '.']",https://chartable.com/podcasts/mythology-1442945036,"['analysis', 'ancestor', 'ancient', 'audience', 'audio', 'brings', 'cutler', 'drama', 'each', 'endure', 'episode', 'episodic', 'every', 'exciting', 'giving', 'history', 'insight', 'life', 'media', 'modern', 'myth', 'mythology', 'myths', 'network', 'new', 'origin', 'parcast', 'part', 'present', 'production', 'reason', 'release', 'saw', 'story', 'this', 'tuesday', 'universe']","mythology
episodic
episode
giving
myths
myth
exciting"
"True Crime Bullsh** is a serialized, investigative podcast exploring meticulous and enigmatic serial killer Israel Keyes. Join me on this strange, terrifying, and emotional journey, as I attempt to find the missing, understand a killer, explore the impacts of crime, and reconcile with those left behind.","['True Crime Bullsh** is a serialized, investigative podcast exploring meticulous and enigmatic serial killer Israel Keyes', ' Join me on this strange, terrifying, and emotional journey, as I attempt to find the missing, understand a killer, explore the impacts of crime, and reconcile with those left behind', '']",['Society & Culture'],"['True', 'Crime', 'Bullsh**', 'serialized', ',', 'investigative', 'podcast', 'exploring', 'meticulous', 'enigmatic', 'serial', 'killer', 'Israel', 'Keyes', '.', 'Join', 'strange', ',', 'terrifying', ',', 'emotional', 'journey', ',', 'I', 'attempt', 'find', 'missing', ',', 'understand', 'killer', ',', 'explore', 'impact', 'crime', ',', 'reconcile', 'left', 'behind', '.']","['attempt', 'bullsh', 'crime', 'emotional', 'enigmatic', 'explore', 'exploring', 'impacts', 'investigative', 'israel', 'join', 'journey', 'keyes', 'killer', 'left', 'meticulous', 'missing', 'podcast', 'reconcile', 'serial', 'serialized', 'strange', 'terrifying', 'true', 'understand']",True Crime Bullsh**,"['True', 'Crime', 'Bullsh**', 'serialized', ',', 'investigative', 'podcast', 'exploring', 'meticulous', 'enigmatic', 'serial', 'killer', 'Israel', 'Keyes', '.', 'Join', 'strange', ',', 'terrifying', ',', 'emotional', 'journey', ',', 'I', 'attempt', 'find', 'missing', ',', 'understand', 'killer', ',', 'explore', 'impacts', 'crime', ',', 'reconcile', 'left', 'behind', '.']",https://chartable.com/podcasts/true-crime-bullsh,"['attempt', 'behind', 'bullsh', 'crime', 'emotional', 'enigmatic', 'explore', 'exploring', 'find', 'impact', 'investigative', 'israel', 'join', 'journey', 'keyes', 'killer', 'left', 'meticulous', 'missing', 'podcast', 'reconcile', 'serial', 'serialized', 'strange', 'terrifying', 'true', 'understand']","crime
serialized
serial
exploring
explore"
"I'm Whitney Port, and a lot has happened since you last saw me on The Hills. For starters, I'm a mom, I got married to the love of my life, Timmy, I run a business outside of fashion - it's time we finally catch up. There are so many facets that make up my life: relationships, parenthood, entrepreneurship, beauty, fashion, health, wellness and much more. Join me each week as we meet and discuss all these topics and more with trusted experts and favorite people on earth. Hopefully, we can embark on this new journey together with openness, honesty and a little bit of Whit.","[""I'm Whitney Port, and a lot has happened since you last saw me on The Hills"", "" For starters, I'm a mom, I got married to the love of my life, Timmy, I run a business outside of fashion - it's time we finally catch up"", ' There are so many facets that make up my life: relationships, parenthood, entrepreneurship, beauty, fashion, health, wellness and much more', ' Join me each week as we meet and discuss all these topics and more with trusted experts and favorite people on earth', ' Hopefully, we can embark on this new journey together with openness, honesty and a little bit of Whit', '']","['Arts', 'Fashion & Beauty', 'Health', 'Fitness & Nutrition', 'Kids & Family']","['I', ""'m"", 'Whitney', 'Port', ',', 'lot', 'happened', 'since', 'last', 'saw', 'The', 'Hills', '.', 'For', 'starter', ',', 'I', ""'m"", 'mom', ',', 'I', 'got', 'married', 'love', 'life', ',', 'Timmy', ',', 'I', 'run', 'business', 'outside', 'fashion', '-', ""'s"", 'time', 'finally', 'catch', '.', 'There', 'many', 'facet', 'make', 'life', ':', 'relationship', ',', 'parenthood', ',', 'entrepreneurship', ',', 'beauty', ',', 'fashion', ',', 'health', ',', 'wellness', 'much', '.', 'Join', 'week', 'meet', 'discus', 'topic', 'trusted', 'expert', 'favorite', 'people', 'earth', '.', 'Hopefully', ',', 'embark', 'new', 'journey', 'together', 'openness', ',', 'honesty', 'little', 'bit', 'Whit', '.']","['beauty', 'bit', 'business', 'catch', 'discuss', 'earth', 'embark', 'entrepreneurship', 'experts', 'facets', 'fashion', 'favorite', 'finally', 'got', 'happened', 'health', 'hills', 'honesty', 'hopefully', 'join', 'journey', 'life', 'little', 'lot', 'love', 'make', 'married', 'meet', 'mom', 'new', 'openness', 'outside', 'parenthood', 'people', 'port', 'relationships', 'run', 'saw', 'starters', 'time', 'timmy', 'topics', 'trusted', 'week', 'wellness', 'whit', 'whitney']",With Whit,"['I', ""'m"", 'Whitney', 'Port', ',', 'lot', 'happened', 'since', 'last', 'saw', 'The', 'Hills', '.', 'For', 'starters', ',', 'I', ""'m"", 'mom', ',', 'I', 'got', 'married', 'love', 'life', ',', 'Timmy', ',', 'I', 'run', 'business', 'outside', 'fashion', '-', ""'s"", 'time', 'finally', 'catch', '.', 'There', 'many', 'facets', 'make', 'life', ':', 'relationships', ',', 'parenthood', ',', 'entrepreneurship', ',', 'beauty', ',', 'fashion', ',', 'health', ',', 'wellness', 'much', '.', 'Join', 'week', 'meet', 'discuss', 'topics', 'trusted', 'experts', 'favorite', 'people', 'earth', '.', 'Hopefully', ',', 'embark', 'new', 'journey', 'together', 'openness', ',', 'honesty', 'little', 'bit', 'Whit', '.']",https://chartable.com/podcasts/with-whit,"['beauty', 'bit', 'business', 'catch', 'discus', 'earth', 'embark', 'entrepreneurship', 'expert', 'facet', 'fashion', 'favorite', 'finally', 'for', 'got', 'happened', 'health', 'hills', 'honesty', 'hopefully', 'join', 'journey', 'last', 'life', 'little', 'lot', 'love', 'make', 'many', 'married', 'meet', 'mom', 'much', 'new', 'openness', 'outside', 'parenthood', 'people', 'port', 'relationship', 'run', 'saw', 'since', 'starter', 'the', 'there', 'time', 'timmy', 'together', 'topic', 'trusted', 'week', 'wellness', 'whit', 'whitney']","health
life
fashion
relationships
parenthood"
"If you've ever wondered what Robbie Fox and his buddies have discussed in his mom's basement throughout the years, this is your chance to listen in on the conversation. From the world of nerd culture, to mixed martial arts, professional wrestling, music, and movies, there's no niche this show won't touch alongside guests both within and beyond the Barstool Sports bubble.","[""If you've ever wondered what Robbie Fox and his buddies have discussed in his mom's basement throughout the years, this is your chance to listen in on the conversation"", "" From the world of nerd culture, to mixed martial arts, professional wrestling, music, and movies, there's no niche this show won't touch alongside guests both within and beyond the Barstool Sports bubble"", '']",['Comedy'],"['If', ""'ve"", 'ever', 'wondered', 'Robbie', 'Fox', 'buddy', 'discussed', 'mom', ""'s"", 'basement', 'throughout', 'year', ',', 'chance', 'listen', 'conversation', '.', 'From', 'world', 'nerd', 'culture', ',', 'mixed', 'martial', 'art', ',', 'professional', 'wrestling', ',', 'music', ',', 'movie', ',', ""'s"", 'niche', 'show', 'wo', ""n't"", 'touch', 'alongside', 'guest', 'within', 'beyond', 'Barstool', 'Sports', 'bubble', '.']","['alongside', 'arts', 'barstool', 'basement', 'bubble', 'buddies', 'chance', 'conversation', 'culture', 'discussed', 'fox', 'guests', 'listen', 'martial', 'mixed', 'mom', 'movies', 'music', 'nerd', 'niche', 'professional', 'robbie', 'sports', 'touch', 've', 'won', 'wondered', 'world', 'wrestling', 'years']",My Mom's Basement,"['If', ""'ve"", 'ever', 'wondered', 'Robbie', 'Fox', 'buddies', 'discussed', 'mom', ""'s"", 'basement', 'throughout', 'years', ',', 'chance', 'listen', 'conversation', '.', 'From', 'world', 'nerd', 'culture', ',', 'mixed', 'martial', 'arts', ',', 'professional', 'wrestling', ',', 'music', ',', 'movies', ',', ""'s"", 'niche', 'show', 'wo', ""n't"", 'touch', 'alongside', 'guests', 'within', 'beyond', 'Barstool', 'Sports', 'bubble', '.']",https://chartable.com/podcasts/my-moms-basement,"['alongside', 'art', 'barstool', 'basement', 'beyond', 'bubble', 'buddy', 'chance', 'conversation', 'culture', 'discussed', 'ever', 'fox', 'from', 'guest', 'if', 'listen', 'martial', 'mixed', 'mom', 'movie', 'music', 'nerd', 'niche', 'professional', 'robbie', 'show', 'sports', 'throughout', 'touch', 've', 'within', 'wo', 'wondered', 'world', 'wrestling', 'year']","sports
alongside
wrestling"
"PowerBanking is The Podcasts for women leaders who work in male dominated industries. Hosted by Founder of ZeroGap.co & best-selling author, Jacqueline V. Twillie. The focus of this podcast is on tools and strategies that help women enhance their leadership blueprint and embrace her power to effective in work and life.  Become a supporter of this podcast:https://anchor.fm/powerbanking/support","['PowerBanking is The Podcasts for women leaders who work in male dominated industries', ' Hosted by Founder of ZeroGap', 'co & best-selling author, Jacqueline V', ' Twillie', ' The focus of this podcast is on tools and strategies that help women enhance their leadership blueprint and embrace her power to effective in work and life', '  Become a supporter of this podcast:https://anchor', 'fm/powerbanking/support']","['Business', 'Careers']","['PowerBanking', 'The', 'Podcasts', 'woman', 'leader', 'work', 'male', 'dominated', 'industry', '.', 'Hosted', 'Founder', 'ZeroGap.co', '&', 'best-selling', 'author', ',', 'Jacqueline', 'V.', 'Twillie', '.', 'The', 'focus', 'podcast', 'tool', 'strategy', 'help', 'woman', 'enhance', 'leadership', 'blueprint', 'embrace', 'power', 'effective', 'work', 'life', '.', 'Become', 'supporter', 'podcast', ':', 'http', ':', '//anchor.fm/powerbanking/support']","['anchor', 'author', 'best', 'blueprint', 'dominated', 'effective', 'embrace', 'enhance', 'fm', 'focus', 'founder', 'help', 'hosted', 'https', 'industries', 'jacqueline', 'leaders', 'leadership', 'life', 'male', 'podcast', 'podcasts', 'power', 'powerbanking', 'selling', 'strategies', 'support', 'supporter', 'tools', 'twillie', 'women', 'work', 'zerogap']",PowerBanking,"['PowerBanking', 'The', 'Podcasts', 'women', 'leaders', 'work', 'male', 'dominated', 'industries', '.', 'Hosted', 'Founder', 'ZeroGap.co', '&', 'best-selling', 'author', ',', 'Jacqueline', 'V.', 'Twillie', '.', 'The', 'focus', 'podcast', 'tools', 'strategies', 'help', 'women', 'enhance', 'leadership', 'blueprint', 'embrace', 'power', 'effective', 'work', 'life', '.', 'Become', 'supporter', 'podcast', ':', 'https', ':', '//anchor.fm/powerbanking/support']",https://chartable.com/podcasts/powerbanking,"['anchor', 'author', 'become', 'best', 'blueprint', 'co', 'dominated', 'effective', 'embrace', 'enhance', 'fm', 'focus', 'founder', 'help', 'hosted', 'http', 'industry', 'jacqueline', 'leader', 'leadership', 'life', 'male', 'podcast', 'podcasts', 'power', 'powerbanking', 'selling', 'strategy', 'support', 'supporter', 'the', 'tool', 'twillie', 'woman', 'work', 'zerogap']","women
author"
"This podcast is about learning to speak Spanish in every day practical situations. There are pauses for you to repeat what you hear and the more difficult words and phrases are broken down for correct pronunciation and grammar. There are songs, games and other activities to make your learning enjoyable and help you retain what you have learned. We are the first podcast using this style of teaching, and with a state certified professional Spanish teacher, you know you're in good hands.  So subscribe today and get started with your learning.","['This podcast is about learning to speak Spanish in every day practical situations', ' There are pauses for you to repeat what you hear and the more difficult words and phrases are broken down for correct pronunciation and grammar', ' There are songs, games and other activities to make your learning enjoyable and help you retain what you have learned', "" We are the first podcast using this style of teaching, and with a state certified professional Spanish teacher, you know you're in good hands"", '  So subscribe today and get started with your learning', '']","['Education', 'Language Courses']","['This', 'podcast', 'learning', 'speak', 'Spanish', 'every', 'day', 'practical', 'situation', '.', 'There', 'pause', 'repeat', 'hear', 'difficult', 'word', 'phrase', 'broken', 'correct', 'pronunciation', 'grammar', '.', 'There', 'song', ',', 'game', 'activity', 'make', 'learning', 'enjoyable', 'help', 'retain', 'learned', '.', 'We', 'first', 'podcast', 'using', 'style', 'teaching', ',', 'state', 'certified', 'professional', 'Spanish', 'teacher', ',', 'know', ""'re"", 'good', 'hand', '.', 'So', 'subscribe', 'today', 'get', 'started', 'learning', '.']","['activities', 'broken', 'certified', 'correct', 'day', 'difficult', 'enjoyable', 'games', 'good', 'grammar', 'hands', 'hear', 'help', 'know', 'learned', 'learning', 'make', 'pauses', 'phrases', 'podcast', 'practical', 'professional', 'pronunciation', 'repeat', 'retain', 'situations', 'songs', 'spanish', 'speak', 'started', 'state', 'style', 'subscribe', 'teacher', 'teaching', 'today', 'using', 'words']",Learn Spanish - Survival Guide,"['This', 'podcast', 'learning', 'speak', 'Spanish', 'every', 'day', 'practical', 'situations', '.', 'There', 'pauses', 'repeat', 'hear', 'difficult', 'words', 'phrases', 'broken', 'correct', 'pronunciation', 'grammar', '.', 'There', 'songs', ',', 'games', 'activities', 'make', 'learning', 'enjoyable', 'help', 'retain', 'learned', '.', 'We', 'first', 'podcast', 'using', 'style', 'teaching', ',', 'state', 'certified', 'professional', 'Spanish', 'teacher', ',', 'know', ""'re"", 'good', 'hands', '.', 'So', 'subscribe', 'today', 'get', 'started', 'learning', '.']",https://chartable.com/podcasts/learn-spanish-survival-guide,"['activity', 'broken', 'certified', 'correct', 'day', 'difficult', 'enjoyable', 'every', 'first', 'game', 'get', 'good', 'grammar', 'hand', 'hear', 'help', 'know', 'learned', 'learning', 'make', 'pause', 'phrase', 'podcast', 'practical', 'professional', 'pronunciation', 're', 'repeat', 'retain', 'situation', 'so', 'song', 'spanish', 'speak', 'started', 'state', 'style', 'subscribe', 'teacher', 'teaching', 'there', 'this', 'today', 'using', 'we', 'word']","spanish
practical
certified professional"
A weekly podcasting exploring great political revolutions. Now: The Mexican Revolution. Next: The Russian Revolution. ,"['A weekly podcasting exploring great political revolutions', ' Now: The Mexican Revolution', ' Next: The Russian Revolution', ' ']","['Education', 'News & Politics', 'Society & Culture', 'History']","['A', 'weekly', 'podcasting', 'exploring', 'great', 'political', 'revolution', '.', 'Now', ':', 'The', 'Mexican', 'Revolution', '.', 'Next', ':', 'The', 'Russian', 'Revolution', '.']","['exploring', 'great', 'mexican', 'podcasting', 'political', 'revolution', 'revolutions', 'russian', 'weekly']",Revolutions,"['A', 'weekly', 'podcasting', 'exploring', 'great', 'political', 'revolutions', '.', 'Now', ':', 'The', 'Mexican', 'Revolution', '.', 'Next', ':', 'The', 'Russian', 'Revolution', '.']",https://chartable.com/podcasts/revolutions,"['exploring', 'great', 'mexican', 'next', 'now', 'podcasting', 'political', 'revolution', 'russian', 'the', 'weekly']","revolutions
revolution"
"Promoting strategies to increase healthspan, well-being, cognitive and physical performance through deeper understandings of biology.","['Promoting strategies to increase healthspan, well-being, cognitive and physical performance through deeper understandings of biology', '']","['Health', 'Fitness & Nutrition', 'Science & Medicine', 'Medicine', 'Sports & Recreation']","['Promoting', 'strategy', 'increase', 'healthspan', ',', 'well-being', ',', 'cognitive', 'physical', 'performance', 'deeper', 'understanding', 'biology', '.']","['biology', 'cognitive', 'deeper', 'healthspan', 'increase', 'performance', 'physical', 'promoting', 'strategies', 'understandings']",FoundMyFitness,"['Promoting', 'strategies', 'increase', 'healthspan', ',', 'well-being', ',', 'cognitive', 'physical', 'performance', 'deeper', 'understandings', 'biology', '.']",https://chartable.com/podcasts/foundmyfitness,"['being', 'biology', 'cognitive', 'deeper', 'healthspan', 'increase', 'performance', 'physical', 'promoting', 'strategy', 'understanding', 'well']",healthspan
"Two Navy SEALs who’ve known each other for years sharing their amazing life experiences in a humorous, heartfelt and entertaining way. Never before have two people brought such substantial backstories to anchor their ability to pull the best out of the people they interview. Marcus Luttrell and David Rutherford are committed to their mission of helping people face their greatest challenges in order to learn the Never Quit mindset. The TNQ Podcast is the most authentic, positive, and inspiring download available. What’s your Never Quit experience? Because everyone has a story.","['Two Navy SEALs who’ve known each other for years sharing their amazing life experiences in a humorous, heartfelt and entertaining way', ' Never before have two people brought such substantial backstories to anchor their ability to pull the best out of the people they interview', ' Marcus Luttrell and David Rutherford are committed to their mission of helping people face their greatest challenges in order to learn the Never Quit mindset', ' The TNQ Podcast is the most authentic, positive, and inspiring download available', ' What’s your Never Quit experience? Because everyone has a story', '']","['Health', 'Self-Help', 'Society & Culture', 'Personal Journals']","['Two', 'Navy', 'SEALs', '’', 'known', 'year', 'sharing', 'amazing', 'life', 'experience', 'humorous', ',', 'heartfelt', 'entertaining', 'way', '.', 'Never', 'two', 'people', 'brought', 'substantial', 'backstories', 'anchor', 'ability', 'pull', 'best', 'people', 'interview', '.', 'Marcus', 'Luttrell', 'David', 'Rutherford', 'committed', 'mission', 'helping', 'people', 'face', 'greatest', 'challenge', 'order', 'learn', 'Never', 'Quit', 'mindset', '.', 'The', 'TNQ', 'Podcast', 'authentic', ',', 'positive', ',', 'inspiring', 'download', 'available', '.', 'What', '’', 'Never', 'Quit', 'experience', '?', 'Because', 'everyone', 'story', '.']","['ability', 'amazing', 'anchor', 'authentic', 'available', 'backstories', 'best', 'brought', 'challenges', 'committed', 'david', 'download', 'entertaining', 'experience', 'experiences', 'face', 'greatest', 'heartfelt', 'helping', 'humorous', 'inspiring', 'interview', 'known', 'learn', 'life', 'luttrell', 'marcus', 'mindset', 'mission', 'navy', 'order', 'people', 'podcast', 'positive', 'pull', 'quit', 'rutherford', 'seals', 'sharing', 'story', 'substantial', 'tnq', 've', 'way', 'years']",Team Never Quit,"['Two', 'Navy', 'SEALs', '’', 'known', 'years', 'sharing', 'amazing', 'life', 'experiences', 'humorous', ',', 'heartfelt', 'entertaining', 'way', '.', 'Never', 'two', 'people', 'brought', 'substantial', 'backstories', 'anchor', 'ability', 'pull', 'best', 'people', 'interview', '.', 'Marcus', 'Luttrell', 'David', 'Rutherford', 'committed', 'mission', 'helping', 'people', 'face', 'greatest', 'challenges', 'order', 'learn', 'Never', 'Quit', 'mindset', '.', 'The', 'TNQ', 'Podcast', 'authentic', ',', 'positive', ',', 'inspiring', 'download', 'available', '.', 'What', '’', 'Never', 'Quit', 'experience', '?', 'Because', 'everyone', 'story', '.']",https://chartable.com/podcasts/team-never-quit-podcast,"['ability', 'amazing', 'anchor', 'authentic', 'available', 'backstories', 'because', 'best', 'brought', 'challenge', 'committed', 'david', 'download', 'entertaining', 'everyone', 'experience', 'face', 'greatest', 'heartfelt', 'helping', 'humorous', 'inspiring', 'interview', 'known', 'learn', 'life', 'luttrell', 'marcus', 'mindset', 'mission', 'navy', 'never', 'order', 'people', 'podcast', 'positive', 'pull', 'quit', 'rutherford', 'seals', 'sharing', 'story', 'substantial', 'the', 'tnq', 'two', 'way', 'what', 'year']","people
download
marcus
quit
life experiences
experience"
